index,true_category,tfidf_pred,linguistic_pred,bert_pred,tfidf_correct,linguistic_correct,bert_correct,all_three_agree,all_correct,all_wrong,text_length,text_preview,hybrid_type
350,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,4811,rage rage against the dying of the sky blue light or alternately dont rage at all the scoreline read 31 by the end but for long periods on a lovely soft february night at the bernabu this felt like an...,disagree_mixed
352,Analytical,Feature,Analytical,Feature,False,True,False,False,False,False,4821,all the effort kyiv had expended in wooing the white house combining flattery with bribery and a share of ukraines mineral wealth imploded in minutes when volodymyr zelenskyy broke the fundamental rul...,disagree_mixed
353,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,6447,during donald trumps 2024 presidential campaign as support for reproductive rights mounted the president promised to force insurance companies to pay for in vitro fertilization ivf treatments on tuesd...,disagree_mixed
355,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,3665,andrew bailey had warned there would be a bump in the road but after inflation jumped by more than expected to 3 in january the bank of england governor could be in for a rockier ride than anticipated...,disagree_mixed
356,Analytical,Analytical,Analytical,Feature,True,True,False,False,False,False,5128,dont cry because its over smile because it happened the acclaim given to celtics squad and management as their champions league campaign ended in the allianz arena on tuesday night had to be about far...,disagree_mixed
358,Analytical,Analytical,Analytical,News,True,True,False,False,False,False,4964,ukraine was laid out on the glossy conference table in riyadh on tuesday not to be dissected on this occasion but rather for an initial inspection by the americans and russians who have reserved the c...,disagree_mixed
360,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,3405,there was a brief period when the bank of england was poised to cut interest rates and cut them quickly official figures showing strong wage growth appear to have ruled that out at least for the time ...,disagree_mixed
361,Analytical,Feature,Analytical,Feature,False,True,False,False,False,False,7913,the olympic gold medalists are back to competitive soccer though the united states womens national team might look a bit different than you remember them if the last match you saw was the final in par...,disagree_mixed
362,Analytical,News,News,Analytical,False,False,True,False,False,False,5195,they came smiling but the task was immense after dozens of summits at which a hesitant and discordant eu had failed to agree on anything like a cohesive plan for the end of the war in ukraine this one...,disagree_mixed
363,Analytical,Feature,Analytical,Feature,False,True,False,False,False,False,12091,group a bangladesh coach phil simmons captain najmul hossain shanto champions trophy best semifinals 2017 fixtures india 20 february dubai new zealand 24 february rawalpindi pakistan 27 february rawal...,disagree_mixed
364,Analytical,Analytical,Feature,Analytical,True,False,True,False,False,False,10368,as european leaders meet in paris to prepare an answer to their apparent exclusion from the talks about ukraines future the existential and all encompassing question of how to influence an unchained u...,disagree_mixed
365,Analytical,Analytical,Review,Analytical,True,False,True,False,False,False,5216,there was a gripping moment before kickoff outside the tottenham hotspur stadium as the levy out supporters march reached its final stop and a single protester stationed himself in its path holding up...,disagree_mixed
366,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,3659,it has been one of the few political constants in a turbulent period for british politics an agreement that defence spending really should increase but in the second era of donald trump what was a con...,disagree_mixed
369,Analytical,News,Analytical,Feature,False,True,False,False,False,False,5013,when rachel reeves stood up in the house of commons on budget day on 30 october as this countrys first woman chancellor she was brimming with pride to girls and young women everywhere i say let there ...,disagree_mixed
372,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,3811,the trump administration is making a big bet on europes hard right speaking at a conference of europes leaders in munich on friday the us vicepresident jd vance stunned the room by delivering what amo...,disagree_mixed
374,Analytical,News,Analytical,Feature,False,True,False,False,False,False,4531,in donald trump s world everything has its price there is no place for sentiment in his politics common values cannot secure loans for military aid and the us president does not care who controls the ...,disagree_mixed
375,Analytical,News,News,Analytical,False,False,True,False,False,False,4193,in the aftermath of donald trumps incendiary call with vladimir putin uk ministers and officials have had to do some extraordinary contortions there is no greater priority in the uks foreign policy th...,disagree_mixed
376,Analytical,Analytical,News,Analytical,True,False,True,False,False,False,5507,the start of the munich security conference has a habit of being disrupted by a display of power by vladimir putin in 2022 the transatlantic security establishment gathered in the knowledge that putin...,disagree_mixed
378,Analytical,Analytical,Analytical,News,True,True,False,False,False,False,6921,vladimir putin on wednesday achieved his most significant diplomatic breakthrough yet in a threeyear war that at times seemed to threaten his regime during a 90minute call with donald trump putin felt...,disagree_mixed
380,Analytical,Analytical,Review,Analytical,True,False,True,False,False,False,4879,before the actual ending and then the melee that followed the ending there was the original ending the studio cut the officials board goes up to indicate five minutes of injury time vitalii mykolenko ...,disagree_mixed
381,Analytical,News,Editorial,News,False,False,False,False,False,True,4136,hamas is facing hard choices as the israeli military bolsters troop numbers in and around the gaza strip and the threeweekold ceasefire falters the palestinian militant group unexpectedly announced on...,all_wrong
382,Analytical,Analytical,Review,Analytical,True,False,True,False,False,False,2404,as tens of millions of americans prepared to watch the super bowl this weekend donald trump sat for the customary pregame presidential interview trump was elected after pledging to bring down prices f...,disagree_mixed
383,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,4921,while donald trump and his colombian counterpart gustavo petro were engaged in a very public row over the deportation of migrants last month chinas ambassador to bogot was enthusiastically tweeting th...,disagree_mixed
384,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,5023,almost but also somehow nowhere near for manchester city this was once again an exercise in how to fall apart for an hour at the etihad stadium city became a flickering version of their best selves dr...,disagree_mixed
386,Analytical,Feature,Analytical,Feature,False,True,False,False,False,False,7093,super leagues 30th season gets under way on thursday evening with the biggest openingnight crowd in the competitions history anticipated to watch the reigning champions wigan warriors take on their lo...,disagree_mixed
387,Analytical,News,News,Analytical,False,False,True,False,False,False,7302,of the many factors that will determine the fate of the fragile ceasefire in gaza one of the most difficult to quantify and predict is the level of popular support for hamas on monday hamas threatened...,disagree_mixed
390,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,5002,the midfield press was nonexistent morgan rogers carving past white shirts before releasing jacob ramsey to shoot the goalkeeping of antonin kinsky bordered on appalling but the travelling tottenham f...,disagree_mixed
391,Analytical,Analytical,Feature,Analytical,True,False,True,False,False,False,4870,not quite the complete works of shakespeare but eventually the monkeys and their typewriters were going to script a lastgasp england victory leaving a frazzled twickenham on saturday night you could n...,disagree_mixed
393,Analytical,News,News,Analytical,False,False,True,False,False,False,4615,mexico breathed a sigh of relief this week when donald trump delayed his threatened tariffs by a month apparently swerving away from an economic crisis at the last moment but one aspect of the spat st...,disagree_mixed
398,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,4539,the fortunes of britains biggest lenders may well be reflected by a mix of celebratory champagne and commiserative pints by next week as bankers with an eye on their bonus assess the fallout from a pa...,disagree_mixed
399,Analytical,Analytical,Analytical,Feature,True,True,False,False,False,False,6051,put yourself in ange postecoglous shoes for a moment the carabao cup semifinal second leg against liverpool at anfield on thursday has been trailed for a good while as a kind of personal dday there ha...,disagree_mixed
400,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,5254,nine years ago one county chair revealed their clubs finances were so stretched that they were quite literally counting the loo rolls even the arrival of the hundred in its first iteration bringing an...,disagree_mixed
401,Analytical,Feature,Analytical,News,False,True,False,False,False,False,7274,the dramatic cancellation of karla sofa gascn star of multioscarnominated emilia prez has left publicists frantically struggling to keep the film in contention with just a week left before final acade...,disagree_mixed
402,Analytical,Analytical,News,Analytical,True,False,True,False,False,False,5450,when benjamin netanyahu arrived in washington this week his first stop was to meet evangelical christian leaders who have cheered on israel in the war in gaza in an alliance with the countrys prosettl...,disagree_mixed
403,Analytical,Analytical,Feature,Analytical,True,False,True,False,False,False,7107,donald trump postponed his threat to tax all imports from mexico and canada this week citing action by those countries against migration and drug smuggling but it was telling that tariffs on china wen...,disagree_mixed
404,Analytical,News,Feature,Feature,False,False,False,False,False,True,4898,real madrid v arsenal there are no easy games come the quarterfinals of the champions league but arsenal will raise an eyebrow at getting the kindest route to the final of the three english sides madr...,all_wrong
406,Analytical,Feature,Analytical,Feature,False,True,False,False,False,False,4917,in the week that donald trump called for what has been described as an ethnic cleansing of palestinians from gaza to rebuild it as a us riviera an idea as unworkable as it is unhinged the issues of ho...,disagree_mixed
407,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,7552,well if last years nba trade deadline was a snooze this years could be likened to something closer to a red bull laced with amphetamine this particular deadline was already destined for the nba histor...,disagree_mixed
408,Analytical,Analytical,Review,Analytical,True,False,True,False,False,False,4915,a flash red ferrari was parked directly outside englands team hotel shortly before steve borthwick unveiled his lineup to face france it was tempting to see it as a symbol of everything the home side ...,disagree_mixed
412,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,6626,mikel arteta it must be the ball with hindsight the arsenal manager would probably not have criticised the equipment used in the carabao cup after his sides chastening defeat in the first leg of their...,disagree_mixed
413,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,3998,keir starmer said thursdays quarterpoint rate cut from the bank of england would be welcomed by many voters who would see more money in their pockets the prime minister is right at least when it comes...,disagree_mixed
414,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,6901,donald trumps proposal that the us take ownership of the gaza strip expel and resettle the people there and turn gaza into a riviera of the middle east has outraged palestinians shocked the internatio...,disagree_mixed
415,Analytical,Analytical,Review,Analytical,True,False,True,False,False,False,4760,bruno guimares is writhing on the turf could be trouble this he almost seemed to spin through the air as myles lewisskelly clipped him landed awkwardly still down clutching his calf and maybe his rib ...,disagree_mixed
416,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,3539,by the time steve reed the environment secretary took to the early morning airwaves the uk governments response to donald trumps gaza plan had been carefully planned out ministers would push back stro...,disagree_mixed
417,Analytical,Feature,Analytical,Feature,False,True,False,False,False,False,5151,planning to clean out palestinians as a real estate moneymaking scheme is an idea that has long united the israeli settler movement and some of donald trumps circle of us property developers for decad...,disagree_mixed
420,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,4607,the suggestion by the us president donald trump that gazas palestinian population could be cleaned out and moved to egypt and jordan repeated on 5 february when he added that the us should take over g...,disagree_mixed
424,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,5378,moments after donald trump introduced tariffs of 10 on chinese goods beijing retaliated with countermeasures chinas finance ministry put tariffs of 1015 on imports of a range of us goods and its antit...,disagree_mixed
429,Analytical,Analytical,Review,Analytical,True,False,True,False,False,False,5502,few annual tournaments lay bare the truth as brutally or swiftly as the six nations there are no playyourselfin pool games no oneoffthemark halfvolleys the opposition want your guts from minute one an...,disagree_mixed
430,Analytical,Analytical,Analytical,Feature,True,True,False,False,False,False,4782,inspire and entertain since he took over as england head coach in november 2022 that has been the mantra from jon lewis players have been encouraged to embrace and defend his philosophy as sophia dunk...,disagree_mixed
437,Analytical,News,Analytical,Feature,False,True,False,False,False,False,5374,in march 2023 two us army black hawk helicopters collided and crashed into a kentucky farmers field after a nighttime evacuation training mission killing nine service members that crash was among a do...,disagree_mixed
439,Analytical,News,Analytical,Feature,False,True,False,False,False,False,7889,at 216pm california time last sunday the us billionaire tech investor marc andreessen called it deepseek r1 is ais sputnik moment he posted on x a chinese startup operating since 2023 and helmed by a ...,disagree_mixed
440,Analytical,News,Analytical,Feature,False,True,False,False,False,False,3845,the rafah terminal that marks the crossing between southern gaza and egypt straddles a complicated border on the egyptian side a double arch marks the entry to the terminal buildings themselves and be...,disagree_mixed
441,Analytical,Analytical,Feature,Analytical,True,False,True,False,False,False,6289,it was a week in which two of ron desantis s flagship culture war crusades education and immigration collided and it did not end well for florida s hardright republican governor alongside a revolt by ...,disagree_mixed
444,Analytical,Analytical,Analytical,Feature,True,True,False,False,False,False,4829,when donald trump announced three days before assuming the presidency of the united states and followed shortly by melania trump that he was launching a selfnamed meme coin cryptocurrency many in the ...,disagree_mixed
446,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,7750,as donald trump threatens to slap steep tariffs on many countries he is boasting that his taxes on imports will be a boon to the us economy but most economists strongly disagree many say trumps tariff...,disagree_mixed
447,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,6398,arsenal the deadlineday arrivals of chloe kelly on loan and of the usa defender jenna nighswonger understood to be for a fee of about 100000 80550 which could represent a real bargain have gone a fair...,disagree_mixed
448,Analytical,News,Analytical,Feature,False,True,False,False,False,False,5145,as information trickles in regarding what caused a plane and a helicopter to collide in washington dc all eyes are on air traffic rules and regulations an investigation of the crash is under way but f...,disagree_mixed
449,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,5643,it has been denounced as americas gulag a secretive abuseridden caribbean prison camp for terror suspects that donald rumsfeld once said contained the worst of the worst all of us have scars in our so...,disagree_mixed
450,Analytical,Feature,Analytical,Feature,False,True,False,False,False,False,4792,mass deportation at least in theory is apparently popular among the american people so over and over again trump and his allies have loudly touted their plans to detain and deport undocumented immigra...,disagree_mixed
452,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,7644,robert f kennedy jrs testimony was a through the looking glass moment for some senators as lawmakers questioned one of the nations most influential vaccine critics for a job as the top us health offic...,disagree_mixed
453,Analytical,Feature,Review,Feature,False,False,False,False,False,True,6655,every now and again it is useful to be reminded of rugby unions place in the grand scheme of things so whats next for you a nonsporty friend asked the other day he must have spotted my raised eyebrow ...,all_wrong
454,Analytical,Analytical,Review,Analytical,True,False,True,False,False,False,4770,as meaningful champions league progress arrives the pity for celtics supporters is that they may be denied the chance to see their team compete in the flesh at that stage uefa issued a suspended ban o...,disagree_mixed
456,Analytical,News,Analytical,Feature,False,True,False,False,False,False,5864,every january andrea pitzer feels a simmering anxiety until the letter arrives her mothers medicaid renewal without it her mothers care would cost about 10000 a month on tuesday when the system for pr...,disagree_mixed
457,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,5044,more climateheating carbon emissions more people enduring noisy aircraft over their homes and most likely more air pollution these would be the environmental impacts of building a third runway at heat...,disagree_mixed
458,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,3592,the reserve bank of australia is designed to be independent of government but that does not mean its decisions do not have political consequences after wednesdays betterthanexpected inflation reading ...,disagree_mixed
460,Analytical,Feature,Feature,Feature,False,False,False,True,False,True,5135,the buildup to a fixture between england and ireland has not truly begun until someone mentions the cword so step forward steve borthwick to name his side for englands daunting six nations opener in d...,all_wrong
461,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,4191,the white house said on tuesday that it was investigating the national security implications of deepseek s rapid rise the chinese ai startup released an opensourced problemsolving model r1 that has wo...,disagree_mixed
464,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,5479,republicans in the florida legislature on monday delivered a humiliating rebuke to ron desantis by shutting down the governors planned crackdown on immigration in the state and moving ahead with their...,disagree_mixed
465,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,4834,australia spent 111bn on dental care in 20212022 ranking it sixth out of 31 oecd countries for per capita expenditure at first glance that statistic seems pretty good dig deeper not so much thats beca...,disagree_mixed
466,Analytical,Analytical,Analytical,Feature,True,True,False,False,False,False,7342,evan hafer a popular veteran and founder of black rifle coffee was on joe rogans podcast after the november election as with any maga acolyte the usmexico border figured prominently in his mind if we ...,disagree_mixed
467,Analytical,News,Analytical,News,False,True,False,False,False,False,5729,israel has insisted it will not back down over its plan to close down the gaza operations of the united nations relief and works agency for palestine refugees unrwa the un relief agency for palestinia...,disagree_mixed
469,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,4926,maybe eminem was right you do only get one shot manchester united only had one of them at craven cottage or at least only one on target 78 minutes into this exercise in minimalism they also had no cor...,disagree_mixed
470,Analytical,Feature,Review,Analytical,False,False,True,False,False,False,6579,its the hope that kills you also conceding 21 shots on goal including six big chances to be fair that kills you also leaving lauren james oneonone with your defender who inconveniently isnt actually a...,disagree_mixed
474,Analytical,Feature,Analytical,Feature,False,True,False,False,False,False,6187,one week into donald trumps second administration and the verdict among farright activists and neonazis is that the next four years will be a time to relax organize and take advantage of the popular a...,disagree_mixed
477,Analytical,Feature,Analytical,Feature,False,True,False,False,False,False,5127,americans really do inhabit two worlds some shed tears of sadness at the advent of donald trumps second presidency others cried too with joy across the conservative postliberal and alternative media s...,disagree_mixed
478,Analytical,News,Feature,Feature,False,False,False,False,False,True,3831,madison keys leads 54 in the third set and with another heavy return she pressures the best tennis player in the world into an error it is 015 on a cool evening in melbourne and the american is three ...,all_wrong
480,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,5871,two decades and 02c of global warming after a labour government last weighed in on heathrow the answer appears the same keep digging rachel reevess anticipated backing for a third runway would again p...,disagree_mixed
481,Analytical,News,Review,News,False,False,False,False,False,True,5137,i am not perfect no said jannik sinner the best player in the world late on friday night sinner had just navigated his path back to the australian open final with another demonstration of his supreme ...,all_wrong
482,Analytical,Editorial,Analytical,Editorial,False,True,False,False,False,False,4283,something is jarring when the foreign secretary david lammy regards uk soft power as so important he establishes a council to promote the country globally while one of the longstanding british institu...,disagree_mixed
483,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,4798,it is not just australian fans hoping that ange postecoglou can turn things around in north london bar owners in south korea have fingers crossed too jongno in central seoul is the place to be on new ...,disagree_mixed
484,Analytical,Feature,Analytical,Feature,False,True,False,False,False,False,8082,there is not an agreed collective noun for billionaires an abundance a bubble a privilege an avoidance newly reinstated as president of the us donald j trump has surrounded himself or finds himself su...,disagree_mixed
493,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,5680,donald trump spent the four years after the january 6 insurrection attempting to rewrite the violence and chaos he inspired as his supporters stormed the us capitol on the first day of his second term...,disagree_mixed
495,Analytical,Analytical,Analytical,Feature,True,True,False,False,False,False,6449,immigrants refugees and asylum seekers hoping for a safe haven to build a life in the united states awoke to a blistering reality on tuesday after donald trump s barrage of policy changes shortly afte...,disagree_mixed
496,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,4063,when the gunslinger takes a bullet the movie tends to quicken a shootout goes awry the drama builds their stomach bloody their eyes blinking new resolve the thoughts of the audience turn only to how l...,disagree_mixed
497,Analytical,Feature,Analytical,Feature,False,True,False,False,False,False,5528,matt gaetz s brand new show on the farright wing one america news network began with him looking absolutely bizarre it was unclear who had applied the disgraced congressmans makeup but the combination...,disagree_mixed
498,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,3223,when the latest labour market figures were being gathered in the runup to christmas by the office for national statistics ons employers were only just beginning to digest a budget that will load about...,disagree_mixed
499,Analytical,Analytical,Analytical,News,True,True,False,False,False,False,5093,donald trump swept back into the presidency in a display of brute force power on monday seizing control of the optics of the inaugural ceremony and then the federal government before he signed a flurr...,disagree_mixed
500,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,9471,as donald trump returns to office once again to be commanderinchief some of the generals and admirals he commands may wonder if his first order to them will be youre fired even as a potential war brew...,disagree_mixed
502,Analytical,Analytical,Review,Analytical,True,False,True,False,False,False,4172,englands best format is t20 its been a mantra through this womens ashes series so far with australia the stronger team and the series starting with the 50over format in which they dominate it was repe...,disagree_mixed
504,Analytical,Feature,Analytical,Feature,False,True,False,False,False,False,6956,five english clubs have made it beyond base camp in the champions cup this season but scaling the distant summit already feels like an impossible dream while northampton saracens leicester sale and ha...,disagree_mixed
506,Analytical,Editorial,Review,Analytical,False,False,True,False,False,False,3503,one of the most important takeaways from last weeks high court ruling declaring the government consultation on reform of incapacity benefits to be unlawful was the clarity with which it highlighted th...,disagree_mixed
510,Analytical,Analytical,Analytical,News,True,True,False,False,False,False,4438,this years weeklong gabfest in the alpine resort of davos which kicks off on monday will be held under the banner a call for collaboration in the intelligent age given that it will open as donald trum...,disagree_mixed
512,Analytical,Analytical,Analytical,Feature,True,True,False,False,False,False,4490,rachel reeves was given a warning this month how the most carefully plotted budget strategy can be blown off track by turmoil in financial markets calm has been restored for the time being but the lin...,disagree_mixed
514,Analytical,News,News,News,False,False,False,True,False,True,4918,a drive to reduce the benefits bill will be pursued by the government alongside a charm offensive to attract more companies to invest in britain amid nervousness in labour circles over a new round of ...,all_wrong
516,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,4582,mikel arteta dropped to his haunches laid his hand on his brow and let his head slump when he looked up again he had his thumb and forefinger to his eyes it was the fifth minute of injury time leandro...,disagree_mixed
518,Analytical,News,News,Analytical,False,False,True,False,False,False,5315,the world health organization who could see lean years ahead if the us withdraws membership under the new trump administration such a withdrawal promised on the first day of donald trump s new adminis...,disagree_mixed
519,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,5525,this week doctors confirmed what many people have felt for a long time the way we think about obesity is not helpful bmi body mass index is unreliable and this needs to change the lancet commission ha...,disagree_mixed
520,Analytical,Analytical,Feature,Analytical,True,False,True,False,False,False,4957,sometimes the grass is greenest in your own back garden that may be a little cliched but it is the reality of arsenals managerial hunt the club have been at pains to stress how thorough a process they...,disagree_mixed
521,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,6856,erling haalands bumper nineandahalfyear record new contract with manchester city is a certifiable coup for the champions and a lifechanging deal for the 24yearold that provokes several intriguing ques...,disagree_mixed
522,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,9643,at midday on monday in washington dc donald j trump will finish the oath of office committing to preserve protect and defend the constitution of the united states his political resurrection will be co...,disagree_mixed
524,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,3078,when is a uturn not officially a uturn when it is less a change of direction than one of speed and extent and on those terms the announcement of a review into grooming gangs is keir starmers second su...,disagree_mixed
525,Analytical,Analytical,News,Analytical,True,False,True,False,False,False,6528,the ceasefire due to come into force on sunday barring a major lastminute problem will cement massive and rapid changes across the middle east and may seal a significant defeat for the islamist milita...,disagree_mixed
526,Analytical,Analytical,Feature,Analytical,True,False,True,False,False,False,5737,the nature of israels febrile coalition politics has long favoured theatrics the standing and psychology of its prime minister benjamin netanyahu adds a further element of panic and cynical calculatio...,disagree_mixed
530,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,3269,a return to economic growth betterthanexpected inflation figures and breathing room in the bond markets after a difficult start to the year for rachel reeves there are at last a handful of positives t...,disagree_mixed
531,Analytical,Analytical,Review,Analytical,True,False,True,False,False,False,4979,pedro porro hit the post in the 94th minute it was an opportunistic shot from a tight angle about 20 yards out no kind of angle for a shot really but it was struck well fierce and swerving viciously a...,disagree_mixed
532,Analytical,Analytical,Feature,Analytical,True,False,True,False,False,False,5010,maybe the world isnt ending after all or at least not yet anyway for arsenal and indeed the premier league the title race is still alive still twitching like a dog kicking out in its sleep wondering w...,disagree_mixed
533,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,3470,rachel reeves was being written off in some headlines as a lame duck chancellor earlier this week after a savage bond selloff put her at risk of breaking her fiscal rules the shadow chancellor mel str...,disagree_mixed
534,Analytical,Analytical,Review,Analytical,True,False,True,False,False,False,5060,england no longer announce their new captains with a grand theatrical flourish back in 1996 baths phil de glanville had to lie down in the back of the taxi taking him to twickenham so no one could ide...,disagree_mixed
535,Analytical,Editorial,Analytical,Analytical,False,True,True,False,False,False,3067,obesity is one of the worlds biggest health challenges causing a mass of shorter unhappier lives and a mounting burden on already overstretched healthcare systems there is no doubt that more people th...,disagree_mixed
536,Analytical,Analytical,Analytical,Feature,True,True,False,False,False,False,4759,sore heads will be the order of the day in nottingham on wednesday morning one of those will belong to the forest centreback murillo who spent 90 minutes using his cranium in an attempt to help his si...,disagree_mixed
537,Analytical,Analytical,News,Feature,True,False,False,False,False,False,3917,the warning signs were always there when a photo of tulip siddiq standing alongside vladimir putin and her aunt the now ousted leader of bangladesh emerged in 2015 alarm bells rang within the labour p...,disagree_mixed
539,Analytical,Analytical,Feature,Feature,True,False,False,False,False,False,5157,west ham rarely hit the target when they buy a striker names such as mido ilan benni mccarthy jonathan calleri and simone zaza will send a shiver down the spine of hammers supporters who must despair ...,disagree_mixed
540,Analytical,Analytical,News,Analytical,True,False,True,False,False,False,3718,on paper few us presidents could boast the foreign policy bona fides of joe biden a veteran statesman with nearly a halfcentury of experience before he even stepped into office but as his term comes t...,disagree_mixed
541,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,6440,donald trump s desire to seize control of greenland and the panama canal is being shaped in part by a force that he has sought to deny even exists the climate crisis last week trump ramped up his dema...,disagree_mixed
543,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,4807,it was once viewed as a fringe club drug whose use as a horse tranquilliser gave it a dirty reputation but with illegal ketamine use reaching record levels the home office announced last week that it ...,disagree_mixed
544,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,5642,the ukrainian president volodymyr zelenskyy has said he is ready to hand over two north korean soldiers captured by kyiv in exchange for the return of prisoners of war held in russia but the future of...,disagree_mixed
546,Analytical,Editorial,Editorial,Analytical,False,False,True,False,False,False,4294,the period in which clearup rates for the most serious crimes collapsed coincided with big cuts to police budgets and the subsequent fall in police officer numbers of about 20000 the last conservative...,disagree_mixed
551,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,6324,gavin newsom california s democratic governor appeared briefly to put his longrunning feud with donald trump to one side on friday when he invited the presidentelect to los angeles to survey devastati...,disagree_mixed
553,Analytical,Analytical,Editorial,Analytical,True,False,True,False,False,False,3627,labours first budget was supposed to end 14 years of austerity without inducing the kind of shock associated with liz truss yet within months rachel reevess mix of spending increases higher taxes on b...,disagree_mixed
554,Analytical,Feature,Analytical,Feature,False,True,False,False,False,False,5935,on 28 january 2017 i rushed to the san francisco international airport sfo like elsewhere in the us that night demonstrations were growing against a travel ban donald trump had issued against visitors...,disagree_mixed
556,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,6220,the prospect of david moyes returning as everton manager was met with an almost snobbish disdain when mooted twice before it illustrates the diverging fortunes of the scot and the club that the welcom...,disagree_mixed
557,Analytical,News,Analytical,Analytical,False,True,True,False,False,False,3857,mark zuckerberg craves one metric more than any other engagement the statistic that tracks how long social media users spend scrolling clicking commenting and viewing ads more engagement more profit t...,disagree_mixed
559,Analytical,Analytical,Feature,Analytical,True,False,True,False,False,False,7001,aarash lost his youth to offshore processing sixteen when he was sent to nauru he says he cannot remember a single birthday in more than a decade when i see younger ones that age having fun playing go...,disagree_mixed
560,Analytical,Analytical,Review,Analytical,True,False,True,False,False,False,2155,the rapid spread of one of the most destructive wildfires in the history of los angeles is believed to have been fuelled by strong santa ana winds and months of drought santa ana winds occur between s...,disagree_mixed
562,Analytical,Analytical,Analytical,News,True,True,False,False,False,False,7092,the uk government has come under pressure from a bond market selloff and the tumbling pound heaping pressure on the chancellor rachel reeves to reassure investors about britains economic and financial...,disagree_mixed
564,Analytical,Feature,Analytical,Analytical,False,True,True,False,False,False,5912,an exceptional mix of environmental conditions has created an ongoing firestorm without known historical precedent across southern california this week the ingredients for these infernos in the los an...,disagree_mixed
566,Analytical,Analytical,Review,Analytical,True,False,True,False,False,False,4722,a hardearned robust counterpunching 10 win against the team who put six past us last month its just who we are mate it is of course classic angeball to kick and hassle opponents into errors to irritat...,disagree_mixed
568,Analytical,Editorial,Editorial,Analytical,False,False,True,False,False,False,4823,as south korean president yoon suk yeol remains barricaded in his residence facing arrest his descent from star prosecutor to isolated leader reveals a deeper story about a cold warera ideology that c...,disagree_mixed
569,Analytical,News,Analytical,News,False,True,False,False,False,False,6058,the un special envoy for syria will urge the security council to back a transition to a pluralist democratic syria but faces resistance within the country the interim government fears the lifting of s...,disagree_mixed
570,Analytical,Analytical,Review,Analytical,True,False,True,False,False,False,4750,and heres what you could have had no maybe dont look too closely it is no secret arsenal made attempts to sign alexander isak from real sociedad a few years back there was some vague whisperonthewind ...,disagree_mixed
571,Analytical,Analytical,Review,Editorial,True,False,False,False,False,False,4564,hollywood actors at sundays golden globe awards did not make their usual jokes or protests silicon valley titans are falling over each other to donate to his inauguration fund in washington some democ...,disagree_mixed
574,Analytical,Feature,Feature,Feature,False,False,False,True,False,True,7034,if you were waiting this season for minnesota vikings quarterback sam darnold to fail not in an evil schadenfreude sense but more in an oh theres the sam darnold of old sense then darnolds sunday nigh...,all_wrong
576,Analytical,Feature,News,Analytical,False,False,True,False,False,False,6773,she had warned america that he is a fascist and now in front of political colleagues tv viewers and the watching world she was the one who would have to officially put him back in power few would envy...,disagree_mixed
